Date,Year,Month,Day,Dens,DensSE,Veg,VegSE,Rain,Max,Min,Wind,Gusts,Chill,Warn.18,Warns.18
2011-05-02,2011,5,2,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,NA,15.74,13.69,0.5162100000000001,0.82792,NA,NA,5
2011-05-03,2011,5,3,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,NA,14.35,12.98,0.2130399999999999,0.78095,NA,NA,5
2011-05-04,2011,5,4,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,NA,15.42,12.46,1.7801300000000002,2.5743500000000004,NA,NA,5
2011-05-05,2011,5,5,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,4.6,13.69,12.35,0.7681399999999998,1.54528,981.3075433709159,0,5
2011-05-06,2011,5,6,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0,13.14,11.94,0.4948600000000001,0.7254400000000001,883.3903818850583,0,5
2011-05-07,2011,5,7,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0,13.76,11.54,0.4265399999999999,0.7083600000000001,888.2366412526205,0,5
2011-05-08,2011,5,8,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0,14.46,11.37,1.3104299999999998,2.30107,950.6028944840324,0,5
2011-05-09,2011,5,9,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,7,13.01,10.87,0.81511,1.43426,1032.0508057417173,1,5
2011-05-10,2011,5,10,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0,13.06,10.73,0.58453,2.10465,955.09490334569,0,5
2011-05-11,2011,5,11,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,17,12.03,10.08,2.02779,2.3224199999999997,1178.647397961862,1,5
2011-05-12,2011,5,12,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,5,14.25,11.1,1.58371,1.93385,1019.4870290316131,1,5
2011-05-13,2011,5,13,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,8.6,14.55,12.09,2.8177399999999997,3.9621,1101.4349704766437,1,5
2011-05-14,2011,5,14,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,5.6,13.26,11.45,2.51457,3.3173299999999997,1060.1202000474088,1,5
2011-05-15,2011,5,15,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0.8,14.49,13.2,2.18578,2.3480399999999997,935.0303544307851,0,5
2011-05-16,2011,5,16,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,NA,14.44,13.65,2.15589,2.3992799999999996,NA,NA,5
2011-05-17,2011,5,17,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,2,15.08,12.86,0.5034000000000001,1.54955,935.4061463219722,0,5
2011-05-18,2011,5,18,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,1.8,14.02,11.08,0.4265399999999999,0.7467900000000001,925.8766653410391,0,5
2011-05-19,2011,5,19,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0,15.4,11.87,0.7169000000000001,1.02434,898.3788801552987,0,5
2011-05-20,2011,5,20,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0,15.15,12.09,0.54183,0.84927,887.2811597430992,0,5
2011-05-21,2011,5,21,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0,17.68,12.55,0.79376,0.9560199999999999,885.3677214163124,0,5
2011-05-22,2011,5,22,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0,17.6,14.58,0.7382500000000001,1.0328800000000002,858.501027383388,0,5
2011-05-23,2011,5,23,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,2.4,14.97,12.16,1.2933499999999998,2.4547899999999996,980.209158871707,0,5
2011-05-24,2011,5,24,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,2,12.74,10.65,1.16525,1.8270999999999997,979.5170310026555,0,5
2011-05-25,2011,5,25,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0.6,13.05,10.6,0.81084,1.2036799999999999,934.8844101806495,0,5
2011-05-26,2011,5,26,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0.2,13.4,12.6,1.3189700000000002,1.62641,913.2353046382656,0,5
2011-05-27,2011,5,27,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,1,13.65,12.12,1.3531300000000002,1.8270999999999997,940.410969341602,0,5
2011-05-28,2011,5,28,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,4,12.57,10.94,0.4692400000000001,0.7766799999999998,962.1981927573507,0,5
2011-05-29,2011,5,29,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0.2,13.13,11.19,0.4393499999999999,0.6485799999999999,893.3337953412874,0,5
2011-05-30,2011,5,30,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0,13.37,11.26,0.18741999999999992,0.58026,885.1251754053266,0,5
2011-05-31,2011,5,31,7.116,0.36654696903717293,1.0750986284532096,0.9110512218324254,0,14.78,10.62,0.62296,0.8578100000000002,909.1006519148532,0,5
2011-06-01,2011,6,1,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,14.69,10.63,0.05932000000000004,0.57599,893.7282147627012,0,8
2011-06-02,2011,6,2,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,15.75,11.26,0.39237999999999995,0.8876999999999997,901.2004358719546,0,8
2011-06-03,2011,6,3,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,15.54,12.88,1.0328800000000002,1.3915600000000001,897.4790315533453,0,8
2011-06-04,2011,6,4,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,2.6,14.18,12.85,1.95093,2.6085100000000003,975.8767267986087,0,8
2011-06-05,2011,6,5,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,14,9.57,2.54873,3.2788999999999997,1007.846679167757,1,8
2011-06-06,2011,6,6,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,7.4,12.1,9.87,1.7630500000000002,2.6085100000000003,1091.4719413036187,1,8
2011-06-07,2011,6,7,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,NA,10.89,9.6,2.93303,3.5393700000000003,NA,NA,8
2011-06-08,2011,6,8,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,16.4,12.2,9.83,3.2660899999999997,3.73579,1215.8500159629903,1,8
2011-06-09,2011,6,9,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0.4,12.77,11.51,1.7630500000000002,2.38647,957.4047711733527,0,8
2011-06-10,2011,6,10,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,12.71,11.57,0.7169000000000001,1.2890799999999998,913.6951449629992,0,8
2011-06-11,2011,6,11,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,13.9,11.23,0.35822,0.9304000000000001,903.6363225757816,0,8
2011-06-12,2011,6,12,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,13.11,11.35,-0.32925000000000004,0.2215800000000001,858.0122497800979,0,8
2011-06-13,2011,6,13,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,13.58,11.22,0.18315000000000015,0.5119400000000001,881.5614634133455,0,8
2011-06-14,2011,6,14,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,12.61,10.83,0.07640000000000002,0.5162100000000001,887.2587700523335,0,8
2011-06-15,2011,6,15,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,14.45,10.8,0.6443099999999999,1.1737899999999999,920.7108067511224,0,8
2011-06-16,2011,6,16,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,14.45,9.63,0.54183,1.3061600000000002,943.9271181181689,0,8
2011-06-17,2011,6,17,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,1.6,12.71,10.73,2.24129,3.00562,1006.6811430029913,1,8
2011-06-18,2011,6,18,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,8.6,13.64,12.19,2.2455600000000002,2.8817899999999996,1074.3950858091955,1,8
2011-06-19,2011,6,19,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0.4,14.55,11.8,1.7160799999999998,2.62132,959.1120528571674,0,8
2011-06-20,2011,6,20,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,14.98,12.05,2.35658,2.8091999999999997,953.237810003904,0,8
2011-06-21,2011,6,21,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,12.2,15.34,8.51,2.47614,3.17215,1184.7071176627612,1,8
2011-06-22,2011,6,22,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,29.4,13.68,10.12,2.7664999999999997,3.5180199999999995,1293.3753366463543,1,8
2011-06-23,2011,6,23,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,11.8,13.74,12.88,2.16443,3.5052100000000004,1112.9763624434468,1,8
2011-06-24,2011,6,24,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,14.47,12.23,1.2591899999999998,1.7203499999999998,918.8225285903737,0,8
2011-06-25,2011,6,25,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,14.51,11.24,0.7382500000000001,1.1225500000000002,911.953192226103,0,8
2011-06-26,2011,6,26,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,14.18,11.17,1.7844000000000002,2.45906,958.4602890320843,0,8
2011-06-27,2011,6,27,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,1,14.26,11.93,1.1908699999999999,1.62641,936.7824737875115,0,8
2011-06-28,2011,6,28,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,13.08,10.68,0.15325999999999995,0.81938,906.3190849526654,0,8
2011-06-29,2011,6,29,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,13.86,10.38,0.6827400000000001,0.97736999999999985,918.331088655404,0,8
2011-06-30,2011,6,30,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,14.99,9.65,0.1959599999999999,0.5888,908.2895294193404,0,8
2011-07-01,2011,7,1,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,13.75,10.34,0.36676,0.81938,911.2511616540265,0,11
2011-07-02,2011,7,2,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,13.74,9.92,0.7211699999999999,1.2591899999999998,937.5729708637523,0,11
2011-07-03,2011,7,3,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,13.61,10.87,1.07985,1.3488599999999997,926.6992945222115,0,11
2011-07-04,2011,7,4,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,2.6,13.37,10.8,2.6853700000000003,4.214029999999999,1049.7482112165312,1,11
2011-07-05,2011,7,5,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,20.4,11.35,10.24,3.9194,4.538550000000001,1258.8947016304592,1,11
2011-07-06,2011,7,6,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,20.2,11.5,9.9,2.553,2.98427,1226.0404511751124,1,11
2011-07-07,2011,7,7,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,25.2,12.05,8.27,2.38647,2.62559,1277.076857838838,1,11
2011-07-08,2011,7,8,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0.2,12.19,11.8,3.08248,3.3557600000000005,974.4130285604292,0,11
2011-07-09,2011,7,9,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,3.6,12.82,12.05,3.4881299999999995,3.76568,1032.2116637613697,1,11
2011-07-10,2011,7,10,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,12.39,9.87,4.0346899999999994,4.92285,1040.7588733616171,1,11
2011-07-11,2011,7,11,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,10.4,12.41,10.37,3.15934,3.94075,1152.2649983402437,1,11
2011-07-12,2011,7,12,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,8,12.4,11.83,2.8860599999999996,3.12518,1079.4369331058706,1,11
2011-07-13,2011,7,13,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,8.2,12.23,10.22,2.7793099999999997,3.15934,1110.4051854440834,1,11
2011-07-14,2011,7,14,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,2,11.68,10.19,1.0670399999999998,2.0406,993.9230844778175,0,11
2011-07-15,2011,7,15,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,12.34,8.66,-0.15417999999999998,0.61869,924.0962757283363,0,11
2011-07-16,2011,7,16,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,12.45,8.25,0.55037,0.82792,942.0320151303067,0,11
2011-07-17,2011,7,17,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,1.8,12.55,9.42,0.59307,0.86635,956.0600962695868,0,11
2011-07-18,2011,7,18,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,NA,11.46,9.62,0.20023000000000013,0.8748900000000002,NA,NA,11
2011-07-19,2011,7,19,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,12.4,11.54,1.1737899999999999,1.6776499999999999,928.2559580746699,0,11
2011-07-20,2011,7,20,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,11.48,9.78,2.2968,2.6042399999999994,985.7548060138778,0,11
2011-07-21,2011,7,21,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,1.2,11.67,9.64,2.55727,2.85617,1014.8600661375892,1,11
2011-07-22,2011,7,22,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,32,12.17,10.55,1.5111199999999996,2.09184,1259.387144130662,1,11
2011-07-23,2011,7,23,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,11.4,9.02,0.38810999999999996,0.61869,919.0064652860198,0,11
2011-07-24,2011,7,24,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,10.23,9.44,0.7595999999999998,0.9730999999999999,932.0051145825414,0,11
2011-07-25,2011,7,25,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0.6,11.59,9.35,0.28990000000000005,1.03715,946.2813829860617,0,11
2011-07-26,2011,7,26,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,1.4,11.82,9.72,0.9944499999999998,1.58371,976.1693329166471,0,11
2011-07-27,2011,7,27,5.626,0.45948447758404276,1.0750986284532096,0.9110512218324254,0,11.62,9.56,0.82365,1.3702100000000002,947.6066950767758,0,11
2011-07-28,2011,7,28,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,13.54,8.98,1.63068,2.13454,984.427307281976,0,11
2011-07-29,2011,7,29,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,13.94,10.94,0.86635,1.63068,936.040093633845,0,11
2011-07-30,2011,7,30,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,13.4,10.22,0.80657,1.05423,924.214155556032,0,11
2011-07-31,2011,7,31,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,14.76,11.7,0.79376,1.2421099999999998,909.8850751603853,0,11
2011-08-01,2011,8,1,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,16.01,12.49,1.1865999999999999,1.48977,906.9576921709572,0,5
2011-08-02,2011,8,2,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,15.5,10.97,0.53329,1.1994099999999999,919.2091544174357,0,5
2011-08-03,2011,8,3,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,15.62,12.65,0.5375599999999998,0.8919700000000002,881.0694839372272,0,5
2011-08-04,2011,8,4,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,16.23,11.94,0.63577,1.09693,900.4062878437578,0,5
2011-08-05,2011,8,5,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,1.6,14.72,11.67,0.06786000000000003,0.6699299999999999,910.2573784959912,0,5
2011-08-06,2011,8,6,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0.6,12.95,11.21,-0.14564,0.31979,878.2258630932944,0,5
2011-08-07,2011,8,7,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,3.8,11.49,9.72,0.39665000000000017,0.6998200000000001,972.7444039369876,0,5
2011-08-08,2011,8,8,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,10.66,9.35,0.4692400000000001,1.03715,936.3688096648677,0,5
2011-08-09,2011,8,9,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,5,11.15,9.46,0.12336999999999998,1.0670399999999998,1011.8845417732988,1,5
2011-08-10,2011,8,10,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,NA,12.35,10.42,1.4940399999999996,3.1123700000000003,NA,NA,5
2011-08-11,2011,8,11,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,15,11.69,10.41,1.2591899999999998,2.6896400000000003,1166.2364147548794,1,5
2011-08-12,2011,8,12,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,11.83,9.62,-0.23531000000000002,0.012349999999999861,846.9120533009057,0,5
2011-08-13,2011,8,13,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,11.86,9.56,-0.10294000000000003,0.7169000000000001,917.0459492051103,0,5
2011-08-14,2011,8,14,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,12.87,10.69,0.79376,0.99872,914.7298303397483,0,5
2011-08-15,2011,8,15,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,12.51,10.73,0.8962399999999999,1.1225500000000002,919.5952690006271,0,5
2011-08-16,2011,8,16,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,2.4,14.74,11.3,0.6571199999999999,1.4086400000000001,960.6471006855843,0,5
2011-08-17,2011,8,17,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,5,13.12,11.9,1.1567100000000003,1.7929399999999998,1002.1814532438798,1,5
2011-08-18,2011,8,18,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,9.4,12.22,10.19,0.40945999999999994,0.6485799999999999,1035.199928936328,1,5
2011-08-19,2011,8,19,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0.4,14.75,11.87,0.4179999999999999,0.8876999999999997,898.9165568723564,0,5
2011-08-20,2011,8,20,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,13.64,10.86,0.6827400000000001,1.0115299999999998,912.7912829667739,0,5
2011-08-21,2011,8,21,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,15.08,11.05,0.05932000000000004,0.6656599999999999,892.9361410081917,0,5
2011-08-22,2011,8,22,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,14.66,9.13,0.11055999999999988,0.8023,927.8959519614451,0,5
2011-08-23,2011,8,23,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,14.4,9.37,0.6699299999999999,1.1054700000000002,939.2058503523856,0,5
2011-08-24,2011,8,24,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,15.1,10.37,0.57172,1.0072599999999998,919.8568234079478,0,5
2011-08-25,2011,8,25,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,15.73,11.38,1.7502399999999998,2.70672,961.8204309821558,0,5
2011-08-26,2011,8,26,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,2,12.7,9.88,0.83646,1.98082,996.9546206943286,0,5
2011-08-27,2011,8,27,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,13.51,9.62,0.8748900000000002,1.3659399999999997,946.5150643850623,0,5
2011-08-28,2011,8,28,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,14.5,10.69,1.0841199999999998,2.1174600000000003,956.1433366167912,0,5
2011-08-29,2011,8,29,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,2,13.59,9.72,1.94666,2.75369,1023.1802354759278,1,5
2011-08-30,2011,8,30,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,0,12.4,9.19,1.4214499999999997,1.8612599999999997,971.780749936341,0,5
2011-08-31,2011,8,31,5.626,0.45948447758404276,2.527917416080657,2.640963471544099,2,12.97,11.65,1.2549199999999998,1.6563000000000003,957.9380062942423,0,5
2011-09-01,2011,9,1,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,3.8,13.49,10.34,0.4265399999999999,0.82365,970.4106427919183,0,8
2011-09-02,2011,9,2,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,14.68,10.17,1.02007,1.3232400000000002,936.3846980218416,0,8
2011-09-03,2011,9,3,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,16.86,10.42,0.6827400000000001,1.1011999999999997,923.3121178279825,0,8
2011-09-04,2011,9,4,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,15.98,12.26,0.62296,1.1011999999999997,895.7984499171142,0,8
2011-09-05,2011,9,5,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,16.09,11.3,0.26000999999999985,0.8578100000000002,899.1922637833998,0,8
2011-09-06,2011,9,6,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,15.11,10.34,1.6989999999999998,2.4547899999999996,972.0808731204282,0,8
2011-09-07,2011,9,7,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,3.6,12.66,10.33,1.52393,2.48041,1029.0554183799816,1,8
2011-09-08,2011,9,8,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0.4,11.46,9.17,1.1951399999999999,1.6776499999999999,972.1358760511167,0,8
2011-09-09,2011,9,9,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,6.8,11.26,9.15,2.2754499999999998,2.8049299999999997,1101.6587019415483,1,8
2011-09-10,2011,9,10,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,12.48,10.69,2.47614,3.0013500000000004,981.3382740142312,0,8
2011-09-11,2011,9,11,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,3.2,11.9,10.34,1.8057499999999997,2.5103,1023.9218521014707,1,8
2011-09-12,2011,9,12,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0.4,11.49,10.8,1.4855,1.94239,955.4321895365815,0,8
2011-09-13,2011,9,13,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0.2,14.73,10.58,1.7844000000000002,2.48468,972.3051661372924,0,8
2011-09-14,2011,9,14,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,14.7,11.76,2.17724,2.50176,949.8759327332049,0,8
2011-09-15,2011,9,15,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,2,13.32,10.55,1.1225500000000002,1.54101,971.0336283138225,0,8
2011-09-16,2011,9,16,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,15.05,10.33,1.1823299999999999,1.96801,957.1696516404427,0,8
2011-09-17,2011,9,17,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,17.02,10.59,0.5375599999999998,1.2335699999999998,926.3571619905892,0,8
2011-09-18,2011,9,18,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0.8,13.48,10.52,0.56318,1.3275099999999997,944.3753274212208,0,8
2011-09-19,2011,9,19,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,18.41,10.62,1.12682,1.6136,940.4401575134302,0,8
2011-09-20,2011,9,20,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,6.8,13.83,10.92,1.6904600000000003,2.46333,1062.2681976847728,1,8
2011-09-21,2011,9,21,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,7,15.35,12.63,1.7630500000000002,2.3651199999999997,1033.7971446952322,1,8
2011-09-22,2011,9,22,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,18.21,11.19,1.09693,1.94666,942.6861703976151,0,8
2011-09-23,2011,9,23,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0.4,16.27,11.01,2.4249,3.9194,1004.735704577601,1,8
2011-09-24,2011,9,24,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,11.69,9.12,0.7467900000000001,0.9944499999999998,937.7579851909062,0,8
2011-09-25,2011,9,25,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,13.55,9.94,1.1054700000000002,1.3872899999999997,942.4595231568426,0,8
2011-09-26,2011,9,26,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,16.97,10.43,0.4393499999999999,1.2079499999999999,927.7172468133692,0,8
2011-09-27,2011,9,27,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,18.11,12.88,0.37956999999999996,0.6955499999999999,868.4197455820815,0,8
2011-09-28,2011,9,28,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,17.19,13.94,0.5375599999999998,1.4940399999999996,884.6474782880505,0,8
2011-09-29,2011,9,29,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,19.8,13.82,10.93,1.64349,3.2447399999999997,1212.1201213444936,1,8
2011-09-30,2011,9,30,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,3,12.83,10.92,1.3232400000000002,2.66402,1015.6412533795007,1,8
2011-10-01,2011,10,1,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,18.6,11.53,8.78,0.8962399999999999,1.63922,1189.548481041692,1,7
2011-10-02,2011,10,2,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,1.4,11.96,9.42,0.7297099999999999,0.9602899999999999,954.4473607495464,0,7
2011-10-03,2011,10,3,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,14.12,10.13,0.12763999999999998,0.52048,897.2824573266707,0,7
2011-10-04,2011,10,4,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,15.15,9.97,0.8578100000000002,1.2933499999999998,938.2215233031562,0,7
2011-10-05,2011,10,5,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,16.62,11.53,0.60588,1.0072599999999998,902.6757935344001,0,7
2011-10-06,2011,10,6,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,15.87,12.58,0.37102999999999997,0.6400399999999999,869.8177250167971,0,7
2011-10-07,2011,10,7,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,14.83,11.76,0.6656599999999999,0.8791599999999999,893.4923467663218,0,7
2011-10-08,2011,10,8,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,15.55,12.09,-0.021809999999999996,0.82365,886.06927643274,0,7
2011-10-09,2011,10,9,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,4,12.44,9.88,1.99363,2.7750399999999997,1050.751187770504,1,7
2011-10-10,2011,10,10,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,4.2,12.57,9.08,1.9210399999999996,3.1764200000000007,1078.2384568747307,1,7
2011-10-11,2011,10,11,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,11.2,13.08,11.73,2.37793,3.17215,1118.7829890315024,1,7
2011-10-12,2011,10,12,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,1,13.5,11.67,1.0115299999999998,1.53674,937.7210754247016,0,7
2011-10-13,2011,10,13,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,15.15,12.05,0.10201999999999989,1.10974,899.290480142169,0,7
2011-10-14,2011,10,14,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,19.54,12.62,0.4649699999999999,0.9602899999999999,884.5216763023684,0,7
2011-10-15,2011,10,15,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0.8,16.65,13.22,1.46842,2.52738,939.4700708240955,0,7
2011-10-16,2011,10,16,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,2,12.81,11.84,3.05259,3.82119,1013.2544036959022,1,7
2011-10-17,2011,10,17,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0.6,14.24,10.79,0.9005099999999999,2.1174600000000003,964.4348136001591,0,7
2011-10-18,2011,10,18,6.596,0.8437936345481268,2.527917416080657,2.640963471544099,0,19.64,10.52,0.28136000000000005,0.82792,909.0700411351636,0,7
